                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                                       ""                                 "CRMATH"                               "20230324"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                                  log_LHe                                       pp                                      cno                             he_core_mass                              c_core_mass                              o_core_mass                        dynamic_timescale                             kh_timescale                              effective_T                                 log_Teff                               luminosity                        luminosity_ergs_s                                    log_L                                   radius                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                 center_T                               center_Rho                                 center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                            total_mass_h1                           total_mass_he4                             total_energy               total_gravitational_energy                    total_internal_energy                              num_retries                                num_iters                               Egrav_conv                               Ebind_conv                                Etot_conv                                 Ehe_conv                              Egrav_inter                              Ebind_inter                               Etot_inter                                Ehe_inter                              R_conv_base                                   R_core                               M_conv_env                                  M_inter                              mom_inertia 
                                       1                                      435                  1.0000000000000001E-005                 -4.9999999999999991E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346133327904354E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631803946184298E+007                  8.1652084614849252E+002                  4.4633794520395004E+003                  3.6496638097448013E+000                  4.3661217437299252E+004                  1.6713514034998154E+038                  4.6400958412890532E+000                  3.4944068016678449E+002                  7.1304853928188283E-001                  5.6034544489664544E+000                 -5.2467878393724412E+000                  8.5838438577664213E+000                  8.5838438577664213E+000                 -5.2467878393724412E+000                  5.6034544489664544E+000                  4.0128640707810945E+005                  5.6651597464312370E-006                  3.8356931572371906E+008                  5.9380373715077284E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982191580030394E+048                 -5.0924090191822187E+048                  3.5941898611791793E+048                                        0                                        2                 -5.0355314132051604E+048                 -2.1976878315738968E+048                 -1.4683954942730083E+048                 -1.9905597331474149E+048                 -5.5342261920138095E+044                  2.3243316778287271E+046                  2.6500406893035620E+046                  2.4176932262127074E+046                  1.9560749670836345E+012                  4.2224690980332680E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       2                                      438                  2.1999999999999999E-005                 -4.9208187539523749E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346133055099674E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631801356416397E+007                  8.1655465896320527E+002                  4.4633336691332279E+003                  3.6496593549665888E+000                  4.3659414994053441E+004                  1.6712824059723657E+038                  4.6400779121666016E+000                  3.4944063590899384E+002                  7.1304864929148704E-001                  5.6034544640460373E+000                 -5.2467877959529998E+000                  8.5838439165765337E+000                  8.5838439165765337E+000                 -5.2467877959529998E+000                  5.6034544640460373E+000                  4.0128642101158609E+005                  5.6651603128167054E-006                  3.8356936766487187E+008                  5.9380373714981938E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982192212435010E+048                 -5.0924091995641147E+048                  3.5941899783206137E+048                                        0                                        3                 -5.0355315949933031E+048                 -2.1976878982602502E+048                 -1.4683955597839273E+048                 -1.9905597989184700E+048                 -5.5342263761685195E+044                  2.3243317622707010E+046                  2.6500407737488075E+046                  2.4176933106546818E+046                  1.9560749020035027E+012                  4.2224689573167213E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       3                                      438                  3.6400000000000004E-005                 -4.8416375079047498E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346133091924358E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631840171395231E+007                  8.1634735180995733E+002                  4.4636106474277958E+003                  3.6496863048703210E+000                  4.3670419177226271E+004                  1.6717036461042218E+038                  4.6401873605836386E+000                  3.4944129923656129E+002                  7.1304700048937752E-001                  5.6034544618491342E+000                 -5.2467877880298630E+000                  8.5838439198254441E+000                  8.5838439198254441E+000                 -5.2467877880298630E+000                  5.6034544618491342E+000                  4.0128641898165620E+005                  5.6651604161701706E-006                  3.8356937053431302E+008                  5.9380373715005008E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982192979455115E+048                 -5.0924091582804499E+048                  3.5941898603349384E+048                                        0                                        2                 -5.0355315528518786E+048                 -2.1976879672254548E+048                 -1.4683956352847508E+048                 -1.9905598721703497E+048                 -5.5342264089371030E+044                  2.3243317270162922E+046                  2.6500407384798162E+046                  2.4176932754002715E+046                  1.9560748904519543E+012                  4.2224689316389175E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       4                                      438                  5.3680000000000008E-005                 -4.7624562618571247E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346132938665999E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631861465798475E+007                  8.1623340054436858E+002                  4.4637629397952396E+003                  3.6497011221587825E+000                  4.3676470354798948E+004                  1.6719352851817039E+038                  4.6402475342898146E+000                  3.4944166314644212E+002                  7.1304609593704671E-001                  5.6034544702144977E+000                 -5.2467877545695343E+000                  8.5838439602238363E+000                  8.5838439602238363E+000                 -5.2467877545695343E+000                  5.6034544702144977E+000                  4.0128642671121960E+005                  5.6651608526439088E-006                  3.8356940621422052E+008                  5.9380373714958146E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982193895215930E+048                 -5.0924092484505126E+048                  3.5941898589289196E+048                                        0                                        2                 -5.0355316412834337E+048                 -2.1976880538928413E+048                 -1.4683957254528488E+048                 -1.9905599610612177E+048                 -5.5342265503024437E+044                  2.3243317587612894E+046                  2.6500407702173403E+046                  2.4176933071452692E+046                  1.9560748405125303E+012                  4.2224688231984978E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       5                                      438                  7.4416000000000014E-005                 -4.6832750158095005E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346132674209858E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631876371586502E+007                  8.1615165318278025E+002                  4.4638722699106165E+003                  3.6497117591224804E+000                  4.3680813234423185E+004                  1.6721015306137196E+038                  4.6402907153178967E+000                  3.4944191787821751E+002                  7.1304546276375480E-001                  5.6034544847408982E+000                 -5.2467877046460316E+000                  8.5838440235914337E+000                  8.5838440235914337E+000                 -5.2467877046460316E+000                  5.6034544847408982E+000                  4.0128644013355795E+005                  5.6651615038718258E-006                  3.8356946218056297E+008                  5.9380373714871526E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982194992220928E+048                 -5.0924094136474845E+048                  3.5941899144253918E+048                                        0                                        2                 -5.0355318041051551E+048                 -2.1976881595007241E+048                 -1.4683958334802838E+048                 -1.9905600681456333E+048                 -5.5342267615678607E+044                  2.3243318270630101E+046                  2.6500408385142327E+046                  2.4176933754469904E+046                  1.9560747658679036E+012                  4.2224686614032028E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       6                                      438                  9.9299200000000013E-005                 -4.6040937697618753E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346132300173057E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631886619599044E+007                  8.1609225312282649E+002                  4.4639518165748887E+003                  3.6497194982259873E+000                  4.3683970690967471E+004                  1.6722223980502350E+038                  4.6403221070501948E+000                  3.4944209301110021E+002                  7.1304502744548526E-001                  5.6034545053312801E+000                 -5.2467876378607983E+000                  8.5838441101120093E+000                  8.5838441101120093E+000                 -5.2467876378607983E+000                  5.6034545053312801E+000                  4.0128645915899239E+005                  5.6651623750529633E-006                  3.8356953859565651E+008                  5.9380373714746226E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982196307276322E+048                 -5.0924096519971082E+048                  3.5941900212694760E+048                                        0                                        2                 -5.0355320394011780E+048                 -2.1976882873680033E+048                 -1.4683959629911223E+048                 -1.9905601969459455E+048                 -5.5342270443840158E+044                  2.3243319302857368E+046                  2.6500409417340048E+046                  2.4176934786697166E+046                  1.9560746659360876E+012                  4.2224684449613144E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       7                                      438                  1.2915904000000000E-004                 -4.5249125237142502E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346131805802631E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631892738960130E+007                  8.1605203721755402E+002                  4.4640058106750539E+003                  3.6497247512392152E+000                  4.3686110409315683E+004                  1.6723043064686045E+038                  4.6403433790430775E+000                  3.4944219758758550E+002                  7.1304476750551460E-001                  5.6034545325764240E+000                 -5.2467875521956957E+000                  8.5838442223525551E+000                  8.5838442223525551E+000                 -5.2467875521956957E+000                  5.6034545325764240E+000                  4.0128648433340318E+005                  5.6651634925130814E-006                  3.8356963772668773E+008                  5.9380373714578605E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982197884250323E+048                 -5.0924099702308195E+048                  3.5941901818057871E+048                                        0                                        2                 -5.0355323538073642E+048                 -2.1976884417247769E+048                 -1.4683961183056323E+048                 -1.9905603517487296E+048                 -5.5342274072918221E+044                  2.3243320712270181E+046                  2.6500410826740646E+046                  2.4176936196109984E+046                  1.9560745376994121E+012                  4.2224681673323387E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       8                                      438                  1.6499084799999998E-004                 -4.4457312776666260E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346131176898776E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631895235445540E+007                  8.1602810355228712E+002                  4.4640381332750494E+003                  3.6497278958309995E+000                  4.3687386365620048E+004                  1.6723531500759356E+038                  4.6403560634566041E+000                  3.4944224025113141E+002                  7.1304466145912671E-001                  5.6034545672575060E+000                 -5.2467874450717078E+000                  8.5838443636331014E+000                  8.5838443636331014E+000                 -5.2467874450717078E+000                  5.6034545672575060E+000                  4.0128651637859462E+005                  5.6651648898943706E-006                  3.8356976250593132E+008                  5.9380373714364021E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982199775757896E+048                 -5.0924103773442615E+048                  3.5941903997684719E+048                                        0                                        2                 -5.0355327561999686E+048                 -2.1976886276711829E+048                 -1.4683963046054399E+048                 -1.9905605377026826E+048                 -5.5342278612103260E+044                  2.3243322537301381E+046                  2.6500412651775689E+046                  2.4176938021141189E+046                  1.9560743772997505E+012                  4.2224678201580589E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
                                       9                                      438                  2.0798901759999997E-004                 -4.3665500316190009E+000                  2.3000000000000004E+001                  3.4660233746378260E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -1.9346130396177873E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3631894705269754E+007                  8.1601713862089809E+002                  4.4640532159774475E+003                  3.6497293631848087E+000                  4.3687974531622021E+004                  1.6723756650704912E+038                  4.6403619103508875E+000                  3.4944223119072257E+002                  7.1304468398007659E-001                  5.6034546103255263E+000                 -5.2467873133644440E+000                  8.5838445379827473E+000                  8.5838445379827473E+000                 -5.2467873133644440E+000                  5.6034546103255263E+000                  4.0128655617329018E+005                  5.6651666079532230E-006                  3.8356991649192202E+008                  5.9380373714096690E-001                  8.7850429227841098E-001                  1.2231471236931273E+000                  7.5700000000000012E-001                  2.4197424632953299E-001                  1.7234416803928868E-004                  4.6902638225742503E-004                  1.7411000000000008E+001                  5.5654076655792650E+000                 -1.4982202044931011E+048                 -5.0924108843037483E+048                  3.5941906798106472E+048                                        0                                        2                 -5.0355332574011067E+048                 -2.1976888513309186E+048                 -1.4683965281078202E+048                 -1.9905607609862309E+048                 -5.5342284193683900E+044                  2.3243324824984682E+046                  2.6500414939476469E+046                  2.4176940308824485E+046                  1.9560741800628455E+012                  4.2224673933127899E+010                  4.5530982606577305E+034                  2.0244084650095567E+032                 -9.9999999999999997E+098 
